FID,place_name_mapping,place_name_gazetteer,gaz_id,altitude,feature_type_name,narrative,gazetteer,latitude,longitude,geometry,scar_common_id,country_name,country_id
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52ea,"Oscar, caleta","Oscar, caleta",101749,,Cove,,ARG,-64.9,-62.9333,POINT (-62.933333 -64.9),10705,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52eb,"Osores, seno","Osores, seno",101750,,Bight,,ARG,-64.4,-61.4833,POINT (-61.483333 -64.4),6888,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52ec,"Osterrieth, montes","Osterrieth, montes",101751,,Range,,ARG,-64.6333,-63.2,POINT (-63.2 -64.633333),10719,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52ed,"Otaño, caleta","Otaño, caleta",101752,,Cove,,ARG,-63.5167,-56.9,POINT (-56.9 -63.516667),10732,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52ee,"Otter, rocas","Otter, rocas",101753,,Rock,,ARG,-63.6333,-59.2,POINT (-59.2 -63.633333),10751,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52ef,"Oviedo, caleta","Oviedo, caleta",101754,,Cove,,ARG,-64.2,-56.5833,POINT (-56.583333 -64.2),10779,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52f0,"Owen, isla","Owen, isla",101755,,Island,,ARG,-61.9333,-58.4,POINT (-58.4 -61.933333),10784,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52f1,"Owen, monte","Owen, monte",101756,,Mountain,,ARG,-74.4167,-62.5,POINT (-62.5 -74.416667),10787,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52f2,"Owlshead, pico","Owlshead, pico",101757,,Peak,,ARG,-66.3167,-65.8167,POINT (-65.816667 -66.316667),10788,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52f3,"Owston, islotes","Owston, islotes",101758,,Island,,ARG,-66.3833,-66.1,POINT (-66.1 -66.383333),10789,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52f4,"Paal, puerto","Paal, puerto",101759,,Harbour,,ARG,-60.7167,-45.5833,POINT (-45.583333 -60.716667),10802,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52f5,"Pabellón, islote","Pabellón, islote",101760,,Island,,ARG,-64.3167,-62.95,POINT (-62.95 -64.316667),10804,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52f6,"Pablo, islotes","Pablo, islotes",101761,,Island,,ARG,-64.2833,-63.7167,POINT (-63.716667 -64.283333),10966,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52f7,"Pacheco, punta","Pacheco, punta",101762,,Head,,ARG,-68.7167,-64.0667,POINT (-64.066667 -68.716667),10805,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52f8,"Padre, cerro","Padre, cerro",101763,,Peak,,ARG,-63.95,-57.95,POINT (-57.95 -63.95),10809,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52f9,"Page, cabo","Page, cabo",101764,,Cape,,ARG,-63.9167,-60.3,POINT (-60.3 -63.916667),10814,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52fa,"Paglietino, cerro","Paglietino, cerro",101765,,Ridge,,ARG,-62.5833,-59.8833,POINT (-59.883333 -62.583333),12587,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52fb,"Palaver, punta","Palaver, punta",101766,,Point,,ARG,-64.15,-61.7667,POINT (-61.766667 -64.15),10833,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52fc,"Palermo, punta","Palermo, punta",101767,,Head,,ARG,-65.0667,-63.6,POINT (-63.6 -65.066667),10836,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52fd,"Palmer, archipiélago de","Palmer, archipiélago de",101768,,Archipelago,,ARG,-64.1667,-62,POINT (-62 -64.166667),10847,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52fe,"Palmer, bahía","Palmer, bahía",101769,,Bay,,ARG,-60.6167,-45.3333,POINT (-45.333333 -60.616667),10848,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_52ff,"Palmer, costa","Palmer, costa",101770,,Coast,,ARG,-64,-60,POINT (-60 -64),3379,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5300,"Palmer, ensenada","Palmer, ensenada",101771,,Inlet,,ARG,-71.25,-61.1333,POINT (-61.133333 -71.25),10849,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5301,"Paloma, punta","Paloma, punta",101772,,Head,,ARG,-66.5833,-66.2833,POINT (-66.283333 -66.583333),10855,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5302,"Palosuo, islotes","Palosuo, islotes",101773,,Island,,ARG,-65.6167,-66.0833,POINT (-66.083333 -65.616667),10857,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5303,"Pampa, cerro","Pampa, cerro",101774,,Bluff,,ARG,-63.8833,-57.2167,POINT (-57.216667 -63.883333),8866,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5304,"Pampero, islote","Pampero, islote",101775,,Island,,ARG,-68.7167,-71.1667,POINT (-71.166667 -68.716667),10862,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5305,"Pan de Azucar, islote","Pan de Azucar, islote",101776,,Island,,ARG,-61.15,-53.8333,POINT (-53.833333 -61.15),14208,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5306,"Pantera, ensenada","Pantera, ensenada",101777,,Cliff,,ARG,-66.3833,-65.6,POINT (-65.6 -66.383333),10875,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5307,"Papúa, islote","Papúa, islote",101778,,Island,,ARG,-63.1333,-55.95,POINT (-55.95 -63.133333),10880,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5308,"Paragón, punta","Paragón, punta",101779,,Point,,ARG,-65.6333,-67.2833,POINT (-67.283333 -65.633333),10884,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5309,"Paraíso, puerto","Paraíso, puerto",101780,,Harbour,,ARG,-64.8833,-62.8167,POINT (-62.816667 -64.883333),10882,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_530a,"Paraná, bahía","Paraná, bahía",101781,,Bay,,ARG,-65.05,-63.7833,POINT (-63.783333 -65.05),6350,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_530b,"Paraná, nunatak","Paraná, nunatak",101782,,Nunatak,,ARG,-82.2167,-41.8333,POINT (-41.833333 -82.216667),5348,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_530c,"Pardas, islas","Pardas, islas",101783,,Island,,ARG,-64.9833,-63.7833,POINT (-63.783333 -64.983333),1911,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_530d,"Pardo, cordón","Pardo, cordón",101784,,Ridge,,ARG,-61.1333,-54.8667,POINT (-54.866667 -61.133333),10890,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_530e,"Paredón Negro, ensenada","Paredón Negro, ensenada",101785,,Watercourse,,ARG,-64.6333,-63.05,POINT (-63.05 -64.633333),10896,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_530f,"Paris, montes","Paris, montes",101786,,Mountain,,ARG,-68.9833,-70.8,POINT (-70.8 -68.983333),10899,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5310,"Parry, monte","Parry, monte",101787,,Mountain,,ARG,-64.2833,-62.4167,POINT (-62.416667 -64.283333),10919,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5311,"Partida, punta","Partida, punta",101788,,Point,,ARG,-62.5833,-61.2167,POINT (-61.216667 -62.583333),13949,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5312,"Pasaje, roca","Pasaje, roca",101789,,Rock,,ARG,-62.3833,-59.75,POINT (-59.75 -62.383333),10932,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5313,"Paso, pico","Paso, pico",101790,,Peak,,ARG,-63.45,-57.05,POINT (-57.05 -63.45),10936,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5314,"Paso, punta","Paso, punta",101791,,Head,,ARG,-64.05,-61,POINT (-61 -64.05),10931,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5315,"Pasteur, península","Pasteur, península",101792,,Peninsula,,ARG,-64.05,-62.3833,POINT (-62.383333 -64.05),10938,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5316,"Pata de Perro, fiordo","Pata de Perro, fiordo",101793,,Fjord,,ARG,-67.7167,-66.8333,POINT (-66.833333 -67.716667),3733,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5317,"Pata de perro, península","Pata de perro, península",101794,,,,ARG,-67.75,-66.8667,POINT (-66.866667 -67.75),3734,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5318,"Patagonia, bahía","Patagonia, bahía",101795,,Bay,,ARG,-64.45,-63.1667,POINT (-63.166667 -64.45),10942,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5319,"Patience, rocas","Patience, rocas",101796,,Rock,,ARG,-67.75,-68.9333,POINT (-68.933333 -67.75),10950,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_531a,"Patito, islote","Patito, islote",101797,,Rock,,ARG,-65,-65.8667,POINT (-65.866667 -65),11207,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_531b,"Patricios, nunatak","Patricios, nunatak",101798,,Nunatak,,ARG,-75.15,-62.4667,POINT (-62.466667 -75.15),10953,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_531c,"Patrignani, islotes","Patrignani, islotes",101799,,Island,,ARG,-68.5667,-68.2833,POINT (-68.283333 -68.566667),4763,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_531d,"Paulcke, monte","Paulcke, monte",101800,,Mountain,,ARG,-65.9833,-64.8667,POINT (-64.866667 -65.983333),10967,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_531e,"Paulet, isla","Paulet, isla",101801,,Island,,ARG,-63.5833,-55.7667,POINT (-55.766667 -63.583333),10969,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_531f,"Pauling, islotes","Pauling, islotes",101802,,Island,,ARG,-66.5333,-66.9667,POINT (-66.966667 -66.533333),10970,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5320,"Pavie, cabo","Pavie, cabo",101803,,Cape,,ARG,-68.6,-67.0833,POINT (-67.083333 -68.6),10978,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5321,"Pavie, cadena","Pavie, cadena",101804,,Ridge,,ARG,-68.5667,-66.9333,POINT (-66.933333 -68.566667),10977,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5322,"Pavie, isla","Pavie, isla",101805,,Island,,ARG,-68.6167,-67.0833,POINT (-67.083333 -68.616667),10979,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5323,"Paz, islotes de la","Paz, islotes de la",101806,,Island,,ARG,-64.3,-62.95,POINT (-62.95 -64.3),10991,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5324,"Peary, monte","Peary, monte",101807,,Mountain,,ARG,-65.25,-63.8667,POINT (-63.866667 -65.25),11010,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5325,"Peces, islotes","Peces, islotes",101808,,Island,,ARG,-66.0167,-65.4,POINT (-65.4 -66.016667),4628,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5326,"Pedersen, nunatak","Pedersen, nunatak",101809,,Nunatak,,ARG,-64.9333,-60.7333,POINT (-60.733333 -64.933333),11018,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5327,"Pedro, monte","Pedro, monte",101810,,Mountain,,ARG,-63.9667,-61.8333,POINT (-61.833333 -63.966667),11249,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5328,"Peine, islote","Peine, islote",101811,,Island,,ARG,-63.4167,-54.6833,POINT (-54.683333 -63.416667),11029,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5329,"Pelayo, cabo","Pelayo, cabo",101812,,Cape,,ARG,-64.6667,-62.2,POINT (-62.2 -64.666667),11030,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_532a,"Peligrosa, punta","Peligrosa, punta",101813,,Point,,ARG,-60.55,-45.5167,POINT (-45.516667 -60.55),4864,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_532b,"Peligroso, cabo","Peligroso, cabo",101814,,Cape,,ARG,-62.45,-60.1667,POINT (-60.166667 -62.45),3312,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_532c,"Peligro, islotes","Peligro, islotes",101815,,Island,,ARG,-63.4167,-54.6667,POINT (-54.666667 -63.416667),3310,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_532d,"Pelletan, punta","Pelletan, punta",101816,,Point,,ARG,-65.1,-63,POINT (-63 -65.1),11036,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_532e,"Pelseneer, isla","Pelseneer, isla",101817,,Island,,ARG,-64.6667,-62.2,POINT (-62.2 -64.666667),11038,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_532f,"Peñascos, punta","Peñascos, punta",101818,,Head,,ARG,-62.1833,-58.8667,POINT (-58.866667 -62.183333),11046,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5330,"Peña, punta","Peña, punta",101819,,Head,,ARG,-63.6167,-59.8333,POINT (-59.833333 -63.616667),11048,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5331,"Pendleton, estrecho","Pendleton, estrecho",101820,,Strait,,ARG,-65.9667,-66.3667,POINT (-66.366667 -65.966667),11057,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5332,"Péndulo, caleta","Péndulo, caleta",101821,,Cove,,ARG,-62.9333,-60.6,POINT (-60.6 -62.933333),11060,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5333,"Penitente, pico","Penitente, pico",101822,,Peak,,ARG,-67.8667,-67.2333,POINT (-67.233333 -67.866667),11079,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5334,"Penola, estrecho","Penola, estrecho",101823,,Strait,,ARG,-65.1833,-64.1333,POINT (-64.133333 -65.183333),11088,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5335,"Penola, islote","Penola, islote",101824,,Island,,ARG,-62.05,-57.8833,POINT (-57.883333 -62.05),11087,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5336,"Peñón, roca","Peñón, roca",101825,,Point,,ARG,-62.5333,-59.55,POINT (-59.55 -62.533333),4838,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5337,"Pepino, monte","Pepino, monte",101826,,Mountain,,ARG,-64.1333,-60.9167,POINT (-60.916667 -64.133333),11092,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5338,"Pequeñas, rocas","Pequeñas, rocas",101827,,Rock,,ARG,-67.5833,-67.4667,POINT (-67.466667 -67.583333),11194,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5339,"Pequeña, isla","Pequeña, isla",101828,,Island,,ARG,-64,-61.4833,POINT (-61.483333 -64),13507,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_533a,"Peralta, caleta","Peralta, caleta",101829,,Cove,,ARG,-60.7333,-44.8167,POINT (-44.816667 -60.733333),11100,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_533b,"Perchot, monte","Perchot, monte",101830,,Mountain,,ARG,-65.7333,-64.1833,POINT (-64.183333 -65.733333),11105,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_533c,"Percy, monte","Percy, monte",101831,,Mountain,,ARG,-63.25,-55.8167,POINT (-55.816667 -63.25),11106,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_533d,"Pereyra, caleta","Pereyra, caleta",101832,,Cove,,ARG,-64.65,-61.5833,POINT (-61.583333 -64.65),11111,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_533e,"Perez, islotes","Perez, islotes",101833,,Island,,ARG,-68.5167,-69.1167,POINT (-69.116667 -68.516667),11115,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_533f,"Tres Perez, cabo","Tres Perez, cabo",101834,,Cape,,ARG,-65.4,-64.1,POINT (-64.1 -65.4),11114,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5340,"Pergamino, nunatak","Pergamino, nunatak",101835,,Nunatak,,ARG,-82.25,-41.4167,POINT (-41.416667 -82.25),11117,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5341,"Periferia, punta","Periferia, punta",101836,,Point,,ARG,-68.4167,-64.9667,POINT (-64.966667 -68.416667),12266,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5342,"Perrier, bahía","Perrier, bahía",101837,,Bay,,ARG,-64.2333,-63.7667,POINT (-63.766667 -64.233333),11128,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5343,"Perro, punta","Perro, punta",101838,,Head,,ARG,-62.1833,-58.8333,POINT (-58.833333 -62.183333),11129,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5344,"Persson, isla","Persson, isla",101839,,Island,,ARG,-64.1667,-58.3667,POINT (-58.366667 -64.166667),11137,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5345,"Perutz, glaciar","Perutz, glaciar",101840,,Glacier,,ARG,-67.6167,-66.3667,POINT (-66.366667 -67.616667),11139,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5346,"Pesky, rocas","Pesky, rocas",101841,,Rock,,ARG,-66.15,-65.9,POINT (-65.9 -66.15),11144,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5347,"Petermann, isla","Petermann, isla",101842,,Island,,ARG,-65.1667,-64.1667,POINT (-64.166667 -65.166667),11150,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5348,"Petrel, rada","Petrel, rada",101843,,Cove,,ARG,-63.4667,-56.2167,POINT (-56.216667 -63.466667),11179,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5349,"Petter, bahía","Petter, bahía",101844,,Bay,,ARG,-60.7167,-45.1667,POINT (-45.166667 -60.716667),11191,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_534a,"Pfaff, islote","Pfaff, islote",101845,,Island,,ARG,-66.8833,-67.7333,POINT (-67.733333 -66.883333),11200,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_534b,"Philippi, alturas","Philippi, alturas",101846,,Rise,,ARG,-66.1,-62.3,POINT (-62.3 -66.1),11211,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_534c,"Phils, islote","Phils, islote",101847,,Island,,ARG,-64.5,-63,POINT (-63 -64.5),11222,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_534d,"Physeter, rocas","Physeter, rocas",101848,,Rock,,ARG,-63.5167,-60.15,POINT (-60.15 -63.516667),11231,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_534e,"Piccard, caleta","Piccard, caleta",101849,,Cove,,ARG,-64.7333,-62.2667,POINT (-62.266667 -64.733333),11234,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_534f,"Pichón, islotes","Pichón, islotes",101850,,Island,,ARG,-64.3167,-62.9,POINT (-62.9 -64.316667),11237,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5350,"Pico, isla","Pico, isla",101851,,Island,,ARG,-63.6167,-57.4167,POINT (-57.416667 -63.616667),1043,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5351,"Pico, monte","Pico, monte",101852,,Mountain,,ARG,-64.1667,-62.45,POINT (-62.45 -64.166667),12307,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5352,"Pico, rocas","Pico, rocas",101853,,Rock,,ARG,-62.9667,-56.6833,POINT (-56.683333 -62.966667),9785,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5353,"Piedra Buena, isla","Piedra Buena, isla",101854,,Island,,ARG,-64.3167,-62.9167,POINT (-62.916667 -64.316667),4357,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5354,"Pilcher, pico","Pilcher, pico",101856,,Peak,,ARG,-64.3,-60.8333,POINT (-60.833333 -64.3),11258,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5355,"Piloto, pico","Piloto, pico",101857,,Peak,,ARG,-65.85,-65.25,POINT (-65.25 -65.85),11267,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5356,"Pincen, cerro","Pincen, cerro",101858,,Peak,,ARG,-63.75,-58.45,POINT (-58.45 -63.75),11275,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5357,"Pinel, punta","Pinel, punta",101859,,Point,,ARG,-64.3667,-62.1833,POINT (-62.183333 -64.366667),11283,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5358,"Piñero, isla","Piñero, isla",101860,,Island,,ARG,-67.5667,-67.8167,POINT (-67.816667 -67.566667),11285,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5359,"Pingüinera, rada","Pingüinera, rada",101861,,Anchorage,,ARG,-63,-60.7167,POINT (-60.716667 -63),11290,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_535a,"Pingüino, punta (I. Marambio)","Pingüino, punta (I. Marambio)",101862,,Point,,ARG,-64.3167,-56.7167,POINT (-56.716667 -64.316667),11073,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_535b,"Pingüino, punta (I.Coronación)","Pingüino, punta (I.Coronación)",101863,,Point,,ARG,-60.5167,-45.9333,POINT (-45.933333 -60.516667),11074,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_535c,"Pique, punta","Pique, punta",101864,,Head,,ARG,-62.2333,-58.95,POINT (-58.95 -62.233333),11313,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_535d,"Piragua, islote","Piragua, islote",101865,,Island,,ARG,-60.6667,-44.7,POINT (-44.7 -60.666667),8774,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_535e,"Piramide, cabo","Piramide, cabo",101866,,Point,,ARG,-64.2667,-62.5167,POINT (-62.516667 -64.266667),9629,Argentina,32
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_535f,"Pirámide, cerro","Pirámide, cerro",101867,,Peak,,ARG,-63.45,-57.0833,POINT (-57.083333 -63.45),14604,Argentina,32
